word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
stand out,,,"突出, 坚持抵抗",,,,,0,0,,,
stand out a mile,,,"显露出来,暴露无遗",,,,,0,0,,,
stand out against,,,在…的衬託下显得很突出,,,,,0,0,,,
stand out in relief,,,"突出,显着,轮廓分明",,,,,0,0,,,
stand over,,,"延期, 监督\n[法] 延缓, 展期, 悬而未决",,,,,0,0,,,
stand pat,,,坚持,,,,,0,0,,,
stand pat on,,,"坚持,固守…",,,,,0,0,,,
stand proxy for,,,"担任…的代理,代替…",,,,,0,0,,,
stand ready,,,准备待命,,,,,0,0,,,
stand sb a drink,,,请某人喝酒,,,,,0,0,,,
stand sb in good stead,,,"给某人好处, 对某人有用",,,,,0,0,,,
stand sb's trial for,,,因...而受审,,,,,0,0,,,
stand sb. in good stead,,,"给某人好处, 对某人有利",,,,,0,0,,,
stand security for,,,"作为…的保证人,为…担保",,,,,0,0,,,
stand seized of,,,"占有着, 拥有, 知道",,,,,0,0,,,
stand sentinel,,,"站岗, 放哨",,,,,0,0,,,
stand sentry,,,"站岗, 放哨",,,,,0,0,,,
stand something on its head,,,使某事发生剧变,,,,,0,0,,,
stand still,,,"站着不动, 停滞不前",,,,,0,0,,,
stand surety for sb,,,为某人做保证人,,,,,0,0,,,
stand surety for sb.,,,[法] 为某人做保证人,,,,,0,0,,,
stand tall,stænd tɔ:l,, 指一个人很神气地站在那里; 挺着胸; 表现得很自豪和自信; 毫无畏惧的样子。,,,,,0,0,,,
stand the expense,,,"承担费用,支付开支",,,,,0,0,,,
stand the gaff,,,有胆量,,,,,0,0,,,
stand the knocks,,,"经受打击,忍受指责",,,,,0,0,,,
stand the loss,,,"承受损失,赔偿损失",,,,,0,0,,,
stand the pad,,,在路旁行乞,,,,,0,0,,,
stand the racket,,,"经受住考验, 承担后果",,,,,0,0,,,
stand the test,,,经受住考验,,,,,0,0,,,
stand the test of,,,经受…的考验,,,,,0,0,,,
stand the test of time,,,经得起时间的考验,,,,,0,0,,,
stand to,,,"遵守, 坚持, 固执",,,,,0,0,,,
stand to attention,,,立正,,,,,0,0,,,
stand to gain,,,v. 一定获利,,,,,0,0,,,
stand to one's guns,,,"坚持原则, 固守自己的决定",,,,,0,0,,,
stand to one's post,,,坚守岗位,,,,,0,0,,,
stand to one's principles,,,坚持原则,,,,,0,0,,,
stand to one's word,,,"遵守诺言, 守约",,,,,0,0,,,
stand to reason,,,"[法] 得当, 合道理",,,,,0,0,,,
stand to sense,,,通情达理,,,,,0,0,,,
stand to win,,,v. 一定赢,,,,,0,0,,,
stand treat,,,"作东, 请客",,,,,0,0,,,
stand trial,,,在受审,,,,,0,0,,,
stand trial for,,,因...而受审,,,,,0,0,,,
stand truth on its head,,,颠倒是非,,,,,0,0,,,
stand up,,,"站起来, 竖立, 站得住脚, 经得起",,,1,,0,0,,,
stand up and be counted,,,"公开自己的看法,表明立场,表态",,,,,0,0,,,
stand up for,,,"支持\n[法] 坚持, 维护, 辩护",,,,,0,0,,,
stand up to,,,"经得起..., 勇敢地面对, 抵抗",,,,,0,0,,,
stand up to close examination,,,经得起仔细检查,,,,,0,0,,,
stand up to sth.,,,"面对某事, 经得起某事",,,,,0,0,,,
stand up with,,,给...当傧相,,,,,0,0,,,
stand upon one's dignity,,,保持尊严,,,,,0,0,,,
stand watch,,,v. 警戒\n[网络] 担任警戒工作,,,,,0,0,,,
stand wear and tear,,,耐磨损,,,,,0,0,,,
stand well with,,,与…和睦相处,,,,,0,0,,,
stand well with sb,,,"得某人好感, 受某人宠爱",,,,,0,0,,,
stand well with sb.,,,与某人相处得好,,,,,0,0,,,
stand with,,,"与…一致,和…站在一起",,,,,0,0,,,
stand-alone,"'stændә,lәjn",s. capable of operating independently,n. 独立,,,,,0,0,s:stand-alones,,
stand-alone capability,,,[计] 独立能力,,,,,0,0,,,
stand-alone computer,,,[计] 独立计算机,,,,,0,0,,,
stand-alone data recorder,,,[计] 独立数据记录程序,,,,,0,0,,,
stand-alone display,,,[计] 独立显示器,,,,,0,0,,,
stand-alone dump diskette,,,[计] 独立转储软盘,,,,,0,0,,,
stand-alone dump program,,,[计] 独立转储程序,,,,,0,0,,,
stand-alone interface,,,[计] 独立接口,,,,,0,0,,,
stand-alone machine,,,[电] 独立机器,,,,,0,0,,,
stand-alone modem,,,[计] 独立调制解调器,,,,,0,0,,,
stand-alone printer,,,[计] 独立打印机,,,,,0,0,,,
stand-alone program,,,[计] 独立程序,,,,,0,0,,,
stand-alone software,,,[计] 独立软件,,,,,0,0,,,
stand-alone software aids,,,[计] 独立软件辅助程序,,,,,0,0,,,
stand-alone superminicomputer,,,[计] 独立超小型计算机,,,,,0,0,,,
stand-alone support program,,,[计] 独立支援程序,,,,,0,0,,,
stand-alone support system,,,[计] 独立支援系统,,,,,0,0,,,
stand-alone terminal,,,[计] 独立终端,,,,,0,0,,,
stand-alone type,,,[计] 独立型,,,,,0,0,,,
stand-alone utility,,,"[计] 独立实用程序, 独立应用程序",,,,,0,0,,,
stand-alones,,plural of stand-alone\ns. capable of operating independently,(stand-alone 的复数) n. 独立,,,,,0,0,0:stand-alone/1:s,,
stand-by,,"n. One who, or that which, stands by one in need; something\n   upon which one relies for constant use or in an emergency.","[计] 备用设备, 准备, 备用\n[化] 备用的; 储备的; 辅助的",,,,,0,0,s:stand-bys,,
stand-by agreement,,,"[经] ""备用(信贷)协定""",,,,,0,0,,,
stand-by application,,,"[计] 备份应用, 备用, 待用",,,,,0,0,,,
stand-by arrangements,,,[经] 备用协定,,,,,0,0,,,
stand-by buffer,,,[计] 备用缓冲,,,,,0,0,,,
stand-by capacity,,,[经] 备用生产能力,,,,,0,0,,,
stand-by circuit,,,"[计] 备用电路, 附加电路",,,,,0,0,,,
stand-by column,,,[化] 备用塔; 辅助塔,,,,,0,0,,,
stand-by computer,,,[计] 备用计算机,,,,,0,0,,,
stand-by credit,,,[经] 备用信贷,,,,,0,0,,,
stand-by current,,,[计] 维持电流,,,,,0,0,,,
stand-by equipment,,,"[计] 备用装置, 备用设备\n[经] 备用器材(设备)",,,,,0,0,,,
stand-by facility,,,"[计] 备用设备, 备用设施",,,,,0,0,,,
stand-by maintenance time,,,[计] 维修备用时间,,,,,0,0,,,
stand-by mode,,,[计] 备用状态\n[化] 备用方案,,,,,0,0,,,
stand-by plant,,,"[经] 备用机组, 辅助设备",,,,,0,0,,,
stand-by power,,,[计] 维持功率,,,,,0,0,,,
stand-by program,,,[计] 备份程序,,,,,0,0,,,
stand-by pump,,,[化] 应急泵; 备用泵,,,,,0,0,,,
stand-by redundancy,,,[计] 备用冗余,,,,,0,0,,,
stand-by register,,,[计] 备用寄存器,,,,,0,0,,,
stand-by still,,,[化] 备用塔; 辅助塔,,,,,0,0,,,
stand-by storage,,,[化] 备用储备,,,,,0,0,,,
stand-by system,,,[计] 备用系统,,,,,0,0,,,
stand-by time,,,"[计] 空闲时间, 备用时间, 维修准备时间\n[经] 停止时间, 停歇时间, 等候时间",,,,,0,0,,,
stand-by underwriting,,,[经] (等)候补包购证券,,,,,0,0,,,
stand-by unit,,,[计] 备用装置,,,,,0,0,,,
stand-bys,,"plural of stand-by\nn. One who, or that which, stands by one in need; something\n   upon which one relies for constant use or in an emergency.","(stand-by 的复数) [计] 备用设备, 准备, 备用\n[化] 备用的; 储备的; 辅助的",,,,,0,0,0:stand-by/1:s,,
stand-down,'stænddajn,n a suspension and relaxation from an alert state or a state of readiness\nn (military) a temporary stop of offensive military action,"n. 停止, 暂停, 停工",,,,,0,0,s:stand-downs,,
stand-downs,,plural of stand-down\nn a suspension and relaxation from an alert state or a state of readiness\nn (military) a temporary stop of offensive military action,"(stand-down 的复数) n. 停止, 暂停, 停工",,,,,0,0,0:stand-down/1:s,,
stand-in,,n. someone who takes the place of another (as when things get dangerous or difficult),"n. 替身演员, 替身, 有利地位",,,,,0,0,s:stand-ins,,
stand-ins,,n. someone who takes the place of another (as when things get dangerous or difficult),"n. 替身, 代替人（或物）( stand-in的复数形式 )",,,,,0,0,0:stand-in/1:s,,
stand-off,stænd ɔf,,n. 平衡; 冷淡; 僵持,,1,,,0,0,s:stand-offs,,
stand-off half,stænd ɔf hɑ:f,,n. （橄榄球）接应并列争球,,,,,0,0,,,
stand-offish,ˌstænd ˈɒfɪʃ,,a. 冷漠的；冷淡的；疏远的,,,,,0,0,,,
stand-offs,,plural of stand-off,(stand-off 的复数) n. 平衡; 冷淡; 僵持,,,,,0,0,0:stand-off/1:s,,
stand-only display,,,[计] 独立显示器,,,,,0,0,,,
stand-only progarm,,,[计] 独立程序,,,,,0,0,,,
stand-pipe,,,立管；管柱；竖管,,,,,0,0,s:stand-pipes,,
stand-pipes,,plural of stand-pipe,(stand-pipe 的复数) 立管；管柱；竖管,,,,,0,0,0:stand-pipe/1:s,,
stand-point,,,立足点,,,,,0,0,s:stand-points,,
stand-points,,plural of stand-point,(stand-point 的复数) 立足点,,,,,0,0,0:stand-point/1:s,,
stand-processing,,,"[计] 单机处理, 独立处理",,,,,0,0,,,
stand-to,'stændtu:,,"n. 待命, 准备战斗",,,,,0,0,,,
stand-up,,s. requiring a standing position,"a. 站立的, 直立的",,1,,,0,0,s:stand-ups,,
stand-upper,'stæn'dʌpə,,n. 现场直播电视新闻报道(或采访),,,,,0,0,,,
stand-ups,,plural of stand-up\ns. requiring a standing position,"(stand-up 的复数) a. 站立的, 直立的",,,,,0,0,0:stand-up/1:s,,
standage,,n. A reservior in which water accumulates at the bottom of a\n   mine., 停放收缩；停放场所,,,,,0,0,,,
standalone,'stændəˌləʊn,,"n. 脱机\na. 单独的, 独立的",,,,,42724,0,,,
standalong,,,独立系统,,,,,0,0,,,
standard,'stændәd,n. a basis for comparison; a reference point against which other things can be evaluated\nn. a board measure = 1980 board feet\nn. the value behind the money in a monetary system\nn. an upright pole or beam (especially one used as a support),"n. 标准, 规格, 旗, 军旗, 本位\na. 标准的, 合规格的\n[计] 标准",,4,1,zk gk cet4 cet6 ky toefl ielts,653,806,s:standards,,
standard addition method,,,[化] 标准加入法,,,,,0,0,,,
standard agreement,,,"[经] 标准协议, 标准合同",,,,,0,0,,,
standard air,,,[机] 空气标准,,,,,0,0,,,
standard analysis,,,"[机] 标准成分, 标准分析法",,,,,0,0,,,
standard anaual rate,,,[法] 标准年利率,,,,,0,0,,,
Standard and Poor's,,,[网络] 标准普尔；标准普尔公司；标普,,,,,0,0,,,
Standard and Poor's Index,,,[网络] 标准普尔指数,,,,,0,0,,,
standard annuity,,,[经] 标准年金,,,,,0,0,,,
standard antenna,,,[电] 标准天线,,,,,0,0,,,
standard antitoxin,,,[医] 标准抗毒素,,,,,0,0,,,
standard atmosphere,,,[化] 标准大气压,,,,,0,0,,,
standard atmospheric pressure,,,[化] 标准大气压,,,,,0,0,,,
standard beam approach,,,[电] 标准射束接近,,,,,0,0,,,
standard binary code,,,[计] 标准二进制码,,,,,0,0,,,
standard blank,,,[计] 标准间隔,,,,,0,0,,,
standard blanket policy,,,[法] 标准统保单,,,,,0,0,,,
standard block,,,"[计] 标准单元, 标准块",,,,,0,0,,,
standard brand,,,"[经] 标准标记, 标准牌号",,,,,0,0,,,
standard brick,,,[化] 标准砖,,,,,0,0,,,
standard broadcast,,,[电] 标准广播,,,,,0,0,,,
standard broadcast band,,,[电] 标准广播频带,,,,,0,0,,,
standard broadcast channel,,,[电] 标准广播波道,,,,,0,0,,,
standard broadcast station,,,[电] 标准广播电台,,,,,0,0,,,
standard budget,,,[经] 标准预算,,,,,0,0,,,
standard buret,,,[化] 校准滴管; 标准滴定管,,,,,0,0,,,
standard cable,,,[电] 标准电缆,,,,,0,0,,,
standard calomel electrode,,,[机] 标准甘汞电极,,,,,0,0,,,
standard candle,,,[医] 标准烛光,,,,,0,0,,,
standard capacitor,,,[电] 标准电容器,,,,,0,0,,,
standard capacity,,,[化] 标准容量,,,,,0,0,,,
standard card cage,,,[计] 标准卡片箱,,,,,0,0,,,
standard caustic,,,[化] 标准氢氧化钠溶液,,,,,0,0,,,
standard cell,,,[计] 标准单元\n[化] 标准电池,,,,,0,0,,,
standard cell design,,,[计] 标准单元设计,,,,,0,0,,,
standard character,,,[计] 标准字符,,,,,0,0,,,
standard charter,,,[法] 示范章程,,,,,0,0,,,
standard cipher,,,[计] 标准密码,,,,,0,0,,,
standard clerical costs,,,"[经] 标准办公费用, 标准办公成本",,,,,0,0,,,
standard clock,,,[化] 标准钟,,,,,0,0,,,
standard coding format,,,[计] 标准编码格式,,,,,0,0,,,
standard coin,,,[经] 本位货币,,,,,0,0,,,
standard colors,,,[计] 标准色,,,,,0,0,,,
standard column width,,,[计] 标准列宽,,,,,0,0,,,
standard component,,,[电] 标准成份,,,,,0,0,,,
standard condition,,,[法] 标准条件,,,,,0,0,,,
standard conditions,,,[化] 标准状况\n[医] 标准情况,,,,,0,0,,,
standard containers aet,,,[经] 标准容器法,,,,,0,0,,,
standard contract,,,[经] 标准合同,,,,,0,0,,,
standard contract provision,,,[经] 标准合同规定,,,,,0,0,,,
standard cost accounting,,,[经] 标准成本会计,,,,,0,0,,,
standard cost card,,,[经] 标准成本卡,,,,,0,0,,,
standard cost clearing,,,[经] 标准成本结算,,,,,0,0,,,
standard cost method,,,[经] 标准成本法,,,,,0,0,,,
standard cost sheet,,,[经] 标准成本单,,,,,0,0,,,
standard cost system,,,[经] 标准成本制度,,,,,0,0,,,
standard costing,,,[经] 标准成本计算,,,,,0,0,,,
standard costing reports,,,[经] 标准成本计算报告,,,,,0,0,,,
standard costs,,,[经] 标准成本,,,,,0,0,,,
standard costs variance,,,[经] 标准成本差异,,,,,0,0,,,
standard curve,,,[化] 标准曲线\n[医] 标准曲线,,,,,0,0,,,
standard curve method,,,[化] 标准曲线法,,,,,0,0,,,
standard cylindrical specimen,,,[机] 标准圆筒试样,,,,,0,0,,,
standard death rate,,,[医] 标准死亡率,,,,,0,0,,,
standard deduction,,,[经] 标准扣除额,,,,,0,0,,,
standard deflection,,,[电] 标准偏转,,,,,0,0,,,
standard description,,,[经] 标准说明书,,,,,0,0,,,
standard design,,,[化] 标准设计,,,,,0,0,,,
standard deviation,,,"[化] 标准差; 标准偏差\n[医] 标准偏差\n[经] 标准离差, 标准偏差",,,,,0,0,,,
standard deviations,,,[计] 标准偏差,,,,,0,0,,,
standard diet,,,[医] 标准饮食,,,,,0,0,,,
standard drawing,,,[化] 标准图,,,,,0,0,,,
standard drop measure,,,[医] 标准量滴器,,,,,0,0,,,
standard electrode potential,,,[机] 标准电极电位,,,,,0,0,,,
standard engineering practice,,,[经] 标准工程实施,,,,,0,0,,,
Standard English,,,标准英语；常速英语；规范英语,,,,,0,0,,,
standard enthalpy of reaction,,,[化] 反应标准焓,,,,,0,0,,,
standard equilibrium constant,,,[化] 标准平衡常数,,,,,0,0,,,
standard error,,,[计] 标准误差\n[化] 标准误差,,,,,0,0,,,
standard error of coefficient,,,[经] 系数的标准差,,,,,0,0,,,
standard error of estimate,,,[经] 估计的标准差,,,,,0,0,,,
standard evaporator,,,[化] 中央循环管式蒸发器,,,,,0,0,,,
standard eye,,,[电] 标准眼,,,,,0,0,,,
standard facility,,,[电] 标准技巧,,,,,0,0,,,
standard fasteners,,,[化] 标准紧固件,,,,,0,0,,,
standard figures,,,"[经] 标准数, 标准数值",,,,,0,0,,,
standard fixed costs,,,[经] 标准固定成本,,,,,0,0,,,
standard flow control,,,标准流控制\n[计] 标准流控制,,,,,0,0,,,
standard font,,,[计] 标准字体,,,,,0,0,,,
standard form,,,[计] 标准形式,,,,,0,0,,,
standard form contract,,,[经] 标准格式合同,,,,,0,0,,,
standard form of agency agreement,,,[经] 经销协定的标准文本,,,,,0,0,,,
standard free energy change,,,[化] 标准自由能变化,,,,,0,0,,,
standard free energy of formation,,,[化] 标准生成自由能,,,,,0,0,,,
standard from contract,,,"[法] 固定格式契约, 标准契约",,,,,0,0,,,
standard function,,,[计] 标准函数,,,,,0,0,,,
standard gauge,,,标准量规\n[机] 标准规,,,,,0,0,,,
Standard Generalized Markup Language,,,[计] 标准广义标记语言,,,,,0,0,,,
standard gold,,,[经] 标金,,,,,0,0,,,
Standard Grade,,,标准等级,,,,,0,0,,,
standard harizontal plane,,,[医] 基准水平面,,,,,0,0,,,
standard heat (enthalpy) of formation,,,[化] 标准生成热; 标准生成热焓,,,,,0,0,,,
standard heat of combustion,,,[化] 标准燃烧热,,,,,0,0,,,
standard heat of formation,,,[化] 标准生成热,,,,,0,0,,,
standard heat of reaction,,,[化] 反应标准热,,,,,0,0,,,
standard hour,,,[经] 标准时间,,,,,0,0,,,
standard hydrogen electrode,,,[化] 标准氢电极,,,,,0,0,,,
standard income statement,,,[经] 标准收益表,,,,,0,0,,,
standard interface,,,[计] 标准接口,,,,,0,0,,,
standard international trade classification,,,[经] 标准国际贸易商品分类,,,,,0,0,,,
standard job cost sheet,,,[经] 标准分批成本单(表),,,,,0,0,,,
standard labor costs,,,[经] 标准人工成本,,,,,0,0,,,
standard labor rate,,,[经] 标准工资率,,,,,0,0,,,
standard labor time,,,[经] 标准工时,,,,,0,0,,,
standard labor wage rate,,,[经] 标准工资率,,,,,0,0,,,
standard lamp,ˈstændəd læmp,,n. 落地灯,,,,,0,0,,,
standard legal price,,,[经] 标准法定价格,,,,,0,0,,,
standard linear solid,,,[化] 标准线性固体,,,,,0,0,,,
standard machine time,,,[经] 标准机器工时,,,,,0,0,,,
standard manufacture,,,[经] 标准制造,,,,,0,0,,,
standard manufacturing costs,,,[经] 标准制造成本,,,,,0,0,,,
standard manufacturing expenses,,,"[经] 标准制造费用, 标准间接费",,,,,0,0,,,
standard material,,,[经] 标准材料,,,,,0,0,,,
standard material cost,,,[经] 标准材料成本,,,,,0,0,,,
standard measure,,,"[医] 法定量, 标准量",,,,,0,0,,,
standard metal,,,[经] 本位金属,,,,,0,0,,,
standard method,,,[经] 标准方法,,,,,0,0,,,
standard microphone,,,[电] 标准微音器,,,,,0,0,,,
standard million,,,[医] 标准百万(人口),,,,,0,0,,,
standard mode,,,标准模式\n[计] 标准模式,,,,,0,0,,,
standard money,,,[经] 本位币,,,,,0,0,,,
standard noise temperature,,,[电] 标准杂音温度,,,,,0,0,,,
standard normal table,,,[经] 标准正态表,,,,,0,0,,,
standard observer,,,[电] 标准观察者,,,,,0,0,,,
standard of care,,,[法] 注意的标准,,,,,0,0,,,
standard of comparison,,,[经] 比较标准,,,,,0,0,,,
standard of conduct,,,"[法] 行为准则, 行为标准",,,,,0,0,,,
standard of fidle work,,,[经] 现场监查准则,,,,,0,0,,,
standard of life,,,[网络] 生活的标准,,,,,0,0,,,
standard of living,ˈstændəd ɔv ˈliviŋ,," 生活标准, 生活水平",,1,,,0,0,,,
standard of measurement,ˈstændəd ɔv ˈmeʒəmənt,, [法]计量标准器具,,,,,0,0,,,
standard of proof,,,[法] 提供证据的准则,,,,,0,0,,,
standard of value,,,[经] 价值的标准,,,,,0,0,,,
standard of weight,,,[法] 衡量标准,,,,,0,0,,,
standard operating procedure,,,"标准操作规定, 标准做法",,,,,0,0,,,
standard operation,,,"[经] 标准作业, 标准工作",,,,,0,0,,,
standard options,,,标准方式选项\n[计] 标准方式选项,,,,,0,0,,,
standard overhead costs,,,[经] 标准制造费用,,,,,0,0,,,
standard overhead rate,,,[经] 标准制造费用分配率,,,,,0,0,,,
standard oxidation-reduction potential,,,[机] 标准氧化还原电位,,,,,0,0,,,
standard parts,,,[化] 标准件,,,,,0,0,,,
standard pattern,,,[机] 标准模型,,,,,0,0,,,
standard performance,,,"[经] 绩效的标准, 标准效率, 标准成绩",,,,,0,0,,,
standard pipe,,,[化] 标准管; 标准壁厚管,,,,,0,0,,,
standard pipe size,,,[化] 标准管径,,,,,0,0,,,
standard pitch,,,[化] 标准距,,,,,0,0,,,
standard poeration time,,,[机] 标准操作时间,,,,,0,0,,,
standard policy condition,,,[经] 标准保险单条件,,,,,0,0,,,
standard poodle,,,[网络] 标准贵宾犬；标准型贵宾犬；标准型贵宾狗,,,,,0,0,,,
standard population,,,[医] 标准人口,,,,,0,0,,,
standard position,ˈstændəd pəˈziʃən,, 标准位置,,,,,0,0,,,
standard potential,,,[化] 标准电位,,,,,0,0,,,
standard practice,,,[化] 标准操作规程,,,,,0,0,,,
